Unnamed: 0,name,address,lat,lon,Unnamed: 0.1,State,Locality,Precincts (Or Locality-wide),Is Early Voting,Is Drop Off,manual
3592,Mountain View Alternative High School Gy,"1000 N Ramona Blvd, San Jacinto, CA 92582, USA",33.79666,-116.97535,3593.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3593,Cherry Valley Grange Hall Oak Hall,"10478 Beaumont Ave, Cherry Valley, CA 92223, USA",33.96899,-116.97683,3594.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3594,Desert Hot Springs Senior Center Back Ro,"11-777 West Dr, Desert Hot Springs, CA 92240, USA",33.96246,-116.51057,3595.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3595,Corona High School Foyer,"1150 W 10th St, Corona, CA 92882, USA",33.87259,-117.58545,3596.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3596,Dream Extreme Neighborhood Center Main H,"117 S Langstaff St, Lake Elsinore, CA 92530, USA",33.66817,-117.33206,3597.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3597,Honey Hollow Elementary School Library,"11765 Honey Hollow, Moreno Valley, CA 92557, USA",33.95046,-117.2559,3598.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3598,Palm Middle School Library,"11900 Slawson Ave, Moreno Valley, CA 92557, USA",33.94881,-117.2126,3599.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3599,Lake Mathews Elementary School Multi-Pur,"12252 Blackburn Rd, Riverside, CA 92503, USA",33.86348,-117.44859,3600.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3600,Eastvale City Hall City Council Chamber,"12363 Limonite Ave #910, Eastvale, CA 91752, USA",33.97606,-117.55247,3601.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3601,Moreno Valley DPSS Community Room,"12625 Heacock St, Moreno Valley, CA 92553, USA",33.93696,-117.2449,3602.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3602,Harada Neighborhood Center Activity Room,"13099 65th St, Corona, CA 92880, USA",33.96656,-117.57019,3603.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3603,Albert Chatigny Community Center,"1310 Oak Valley Pkwy, Beaumont, CA 92223, USA",33.94735,-116.96378,3604.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3604,Towngate Community Center Banquet Room,"13100 Arbor Park Ln, Moreno Valley, CA 92553, USA",33.92998,-117.27357,3605.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3605,Luiseno Elementary School Gymnasium,"13500 Mountain Rd, Corona, CA 92883, USA",33.72508,-117.42434,3606.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3606,Cottonwood Golf Center Meeting Room,"13671 Frederick St, Moreno Valley, CA 92553, USA",33.92202,-117.26174,3607.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
3607,Eastvale Community Center Pinnacle Room,"13820 Schleisman Rd, Eastvale, CA 92880, USA",33.96124,-117.58544,3608.0,CA,RIVERSIDE COUNTY,Locality wide location,False,False,1.0
