name,address,lat,lon
MIRA COSTA COMM COLL - BOARD RM,1 BARNARD DR CLG  OCEANSIDE 92056,33.19007,-117.30218
TWIN OAKS ELEM SCHOOL-CAFETERIA,1 CASSOU RD  SAN MARCOS 92069,33.17868,-117.15695
RINCON TRIBAL GOVERNMENT CTR - SUN ROOM,1 GOVERNMENT CENTER LN  VALLEY CENTER 92082,33.252,-116.9618
LA COSTA CANYON HIGH SCHOOL-ADMN CONF RM,1 MAVERICK WAY SCHL  CARLSBAD 92009,33.07337,-117.23024
ONE MIRAMAR STREET-THE LOUNGE,1 MIRAMAR ST  LA JOLLA 92092,32.8735,-117.22641
DEL MAR VILLAS-RECREATION ROOM,1 PORTOFINO CIR DEL MAR 92014,32.93535,-117.24343
GARAGE-ROBERTS RESIDENCE,10002 WOODPARK DR  SANTEE 92071,32.85881,-116.97397
STEAM ACADEMY-AUDITORIUM,1001 LELAND ST SCHL  SPRING VALLEY 91977,32.71168,-117.00515
CROSSING CHURCH,1001 W COUNTRY CLUB LN  ESCONDIDO 92026,33.15578,-117.10708
GARAGE-MULLER RESIDENCE,10036 STANLEY CT  SANTEE 92071,32.85579,-116.97814
GOMPERS CHARTER MID SCHOOL-AUDIT FOYER,1005 47TH ST  SAN DIEGO 92102,32.71673,-117.09228
ANZA ELEMENTARY SCHOOL-MPR,1005 S ANZA ST  EL CAJON 92020,32.78173,-116.94734
HATFIELD PARK CLUBHOUSE,10050 AUSTIN DR BUS.  SPRING VALLEY 91977,32.73128,-116.97828
JERABEK ELEM SCHOOL-TEACHER'S LOUNGE,10050 AVENIDA MAGNIFICA  SAN DIEGO 92131,32.9079,-117.084
GARAGE-SPEARS-MARTIN RESIDENCE,1007 SANTA GABRIELLA  SOLANA BEACH 92075,33.00649,-117.25103
GARAGE-HOFFMAN RESIDENCE,10078 KNIGHT DR  SAN DIEGO 92126,32.90049,-117.15789
GARAGE-LAMANTIA RESIDENCE,10104 PINERY GROVE  LAKESIDE 92040,32.85797,-116.95226
SAN MIGUEL FIRE AND RESCUE #21,10105 VIVERA DR  LA MESA 91941,32.76981,-116.98002
GARAGE-SMITH RESIDENCE,1011 IRIS CT  CARLSBAD 92011,33.09911,-117.29732
SYCAMORE CANYON SCHOOL-MPR,10201 SETTLE RD  SANTEE 92071,32.86273,-117.00511
GARAGE-DIEHL RESIDENCE,10210 PRINCE JED CT  SANTEE 92071,32.87286,-116.97473
GARAGE-ELAZEGUI RESIDENCE,10222 DRUMCLIFF AVE  SAN DIEGO 92126,32.90356,-117.14224
ATONEMENT LUTHERAN CHURCH,10245 LOMA RANCHO DR  SPRING VALLEY 91978,32.73982,-116.97149
NARANCA ELEM SCHOOL-MPR,1030 NARANCA AVE  EL CAJON 92021,32.80477,-116.94661
CAJON PARK SCHOOL-MPR,10300 N MAGNOLIA AVE SCHL  SANTEE 92071,32.86543,-116.97236
SCRIPPS MIRAMAR RCH LIBRARY-COMMUNITY RM,10301 SCRIPPS LAKE DR  SAN DIEGO 92131,32.91124,-117.10532
GARAGE-TAYLOR RESIDENCE,1031 SUNSET CROSSING PT  SAN DIEGO 92154,32.58037,-117.01856
NEW HOPE CHURCH-LOBBY,10330 CARMEL MOUNTAIN RD  SAN DIEGO 92129,32.96369,-117.10414
CHULA VISTA ADULT SCHOOL-101,1034 4TH AVE  CHULA VISTA 91911,32.61422,-117.07555
WILLIE HENDERSON SPORT CMPLX-MEETING RM,1035 S 45TH ST  SAN DIEGO 92113,32.69575,-117.09805
GARAGE-DIBAGGIO RESIDENCE,1037 BREAKAWAY DR  OCEANSIDE 92057,33.27299,-117.2906
ALAMO WEST STORAGE,1037 OLIVE ST  RAMONA 92065,33.04776,-116.87388
INNOVATIONS ACADEMY-MPR,10380 SPRING CANYON RD  SAN DIEGO 92131,32.93537,-117.09522
SCRIPPS RANCH HIGH SCHOOL-THEATRE,10410 TREENA ST SCHL  SAN DIEGO 92131,32.9087,-117.11198
GARAGE-GRAUEL RESIDENCE,10412 LEN WAY  SANTEE 92071,32.86658,-116.96889
GARAGE-ZABROWSKI RESIDENCE,10422 TOMEL CT  SANTEE 92071,32.86045,-116.97011
4S RANCH BRANCH LIBRARY-CONFERENCE ROOM,10433 RESERVE DR  SAN DIEGO 92127,33.02112,-117.11439
SAN DIEGO MIRAMAR COLLEGE-I101 AANDB FOYER,10440 BLACK MOUNTAIN RD SCHL  SAN DIEGO 92126,32.90983,-117.12141
TERRACE GARDENS APTS - REC ROOM,1045 MORNING VIEW DR  ESCONDIDO 92026,33.13323,-117.09518
GLENWOOD SPRINGS CLUBHOUSE,10470 CROSSCREEK TER  SAN DIEGO 92131,32.91027,-117.09566
PALOMAR FAMILY YMCA,1050 N BROADWAY  ESCONDIDO 92026,33.13523,-117.08575
SEACOAST COMMUNITY CHURCH,1050 REGAL RD  ENCINITAS 92024,33.03917,-117.28189
CITY OF VISTA FIRE STATION #2,1050 VALLEY DR  VISTA 92084,33.19109,-117.21375
MIRA MESA HIGH SCHOOL-STAFF LOUNGE,10510 MARAUDER WAY  SAN DIEGO 92126,32.9109,-117.14037
MESA VILLAGE HOA-RECREATION RM 1,10550 CAMINITO FLORES  SAN DIEGO 92126,32.91031,-117.13422
MUIRLANDS MIDDLE SCHOOL-AUDITORIUM,1056 NAUTILUS ST SCHL  LA JOLLA 92037,32.83214,-117.26859
VILLA PORTOFINO CLUBHOUSE,10690 ESCOBAR DR  SAN DIEGO 92124,32.82478,-117.10046
SWEETWATER LODGE MHP-REC RM,10707 JAMACHA BLVD  SPRING VALLEY 91978,32.72723,-116.9639
PACIFIC BEACH CHRISTIAN CHURCH,1074 LORING ST  SAN DIEGO 92109,32.8065,-117.25314
MIRAMAR RANCH ELEM SCHOOL-FOYER,10770 RED CEDAR DR  SAN DIEGO 92131,32.90946,-117.09825
SUMMIT POINT CHURCH - C BUILDING,10770 RICKERT RD  SAN DIEGO 92126,32.91625,-117.12735
GARAGE-CONLON RESIDENCE,10796 CHARBONO TER  SAN DIEGO 92131,32.91933,-117.07016
GARAGE-BLAIS RESIDENCE,1080 W THORN ST  SAN DIEGO 92103,32.73984,-117.17277
THE CITY CHURCH - ROOM 103,10802 WILLOW CT  SAN DIEGO 92127,33.0158,-117.10198
THE CITY CHURCH - ROOM 102,10802 WILLOW CT  SAN DIEGO 92127,33.0158,-117.10198
GARAGE-LUDENA RESIDENCE,10803 HEATHER RIDGE DR  SAN DIEGO 92130,32.93008,-117.20847
GARAGE-WAKHAM RESIDENCE,10804 VISTA DEL SUR  SPRING VALLEY 91978,32.73843,-116.9608
CHALLENGER MID SCHOOL-AUDITORIUM,10810 PARKDALE AVE SCHL  SAN DIEGO 92126,32.91328,-117.15702
TORREY HILLS SCHOOL-LIBRARY,10830 CALLE MAR DE MARIPOSA  SAN DIEGO 92130,32.91444,-117.22328
HICKMAN ELEM SCHOOL-MUSIC ROOM,10850 MONTONGO ST  SAN DIEGO 92126,32.91493,-117.1529
GLORIA DEI LUTHERAN CHURCH,1087 W COUNTRY CLUB LN  ESCONDIDO 92026,33.15646,-117.10887
LAS VILLAS DE CARLSBAD,1088 LAGUNA DR  CARLSBAD 92008,33.1659,-117.34457
LEGACY CHURCH TIERRASANTA-SANCTUARY,10881 TIERRASANTA BLVD  SAN DIEGO 92124,32.82022,-117.09747
FRIENDS CHRISTIAN CHURCH,10925 HARTLEY RD K  SANTEE 92071,32.84468,-116.9633
GARAGE-WHITE RESIDENCE,10926 NEW SALEM CT  SAN DIEGO 92126,32.91695,-117.1532
WOODLAND PARK BIBLE CHURCH,1093 ROCK SPRINGS RD  SAN MARCOS 92069,33.14707,-117.13435
GARAGE-RAMSEY RESIDENCE,10944 BROKEN WHEEL RD  LAKESIDE 92040,32.87806,-116.9481
GARAGE-FOX RESIDENCE,10975 PASITA DE KRISTY  LAKESIDE 92040,32.86049,-116.95997
DISCOVERY CHARTER SCHOOL-LIBRARY,1100 CAMINO BISCAY SCHL  CHULA VISTA 91910,32.64187,-117.01587
GROSSMONT HIGH SCH-100 BLDG BREAK RM,1100 MURRAY DR SCHL  EL CAJON 92020,32.78068,-116.98731
GARAGE-CHERNOW RESIDENCE,1102 CONURE CT  OCEANSIDE 92057,33.28321,-117.28538
RODEWAY INN,1103 N COAST HWY  OCEANSIDE 92054,33.20408,-117.38575
GARAGE-MILLS RESIDENCE,11046 IVY HILL DR  SAN DIEGO 92131,32.93726,-117.09088
SAN ELIJO REC CTR-TERRACE RM,1105 ELFIN FOREST RD  SAN MARCOS 92078,33.09997,-117.20166
THE LODGE AT LAKE SAN MARCOS-GALLERY RM,1105 LA BONITA DR  SAN MARCOS 92078,33.1229,-117.20922
THE LODGE AT LAKE SAN MARCOS-CLUB ROOM,1105 LA BONITA DR  SAN MARCOS 92078,33.1229,-117.20922
GENERATION CHURCH,1106 WHALEY ST  OCEANSIDE 92054,33.18084,-117.35913
GARAGE-ROBINSON RESIDENCE,11090 CORTE PLAYA MERIDA  SAN DIEGO 92124,32.83896,-117.09088
SAN MARCOS SENIOR ACTIVITY CENTER,111 RICHMAR AVE  SAN MARCOS 92069,33.14346,-117.16356
LA JOLLA ELEM SCHOOL-AUDITORIUM,1111 MARINE ST SCHL  LA JOLLA 92037,32.83924,-117.2717
FUNDAMENTAL BAPTIST CHURCH,1111 N ASH ST  ESCONDIDO 92027,33.14091,-117.07486
GARAGE-FORNAL RESIDENCE,1112 CANYON GROVE DR  ESCONDIDO 92027,33.16409,-117.07488
GARAGE-TIETGE RESIDENCE,1113 CASA BONITA WAY  VISTA 92081,33.18987,-117.26166
ERICSON ELEM SCHOOL-MUSIC RM,11174 WESTONHILL DR SCHL  SAN DIEGO 92126,32.92693,-117.13607
REMAX HOMETOWN REALTORS,112 ORANGE AVE  CORONADO 92118,32.69861,-117.17284
EASTLAKE HIGH SCHOOL-ROOM 1604,1120 EASTLAKE PKWY SCHL  CHULA VISTA 91915,32.64032,-116.96763
LIFEWAY CHURCH,1120 HIGHLAND DR  VISTA 92083,33.2118,-117.25709
SANDBURG ELEMENTARY SCHOOL-PROF ROOM,11230 AVENIDA DEL GATO SCHL  SAN DIEGO 92126,32.92596,-117.1492
TIERRASANTA LUTHERAN CHR LIBRARY,11240 CLAIREMONT MESA BLVD CHR  SAN DIEGO 92124,32.83022,-117.08626
GARAGE-JUDD RESIDENCE,1128 OSAGE DR  SPRING VALLEY 91977,32.71741,-117.02286
GARAGE-MONTALVO RESIDENCE,1129 RANSOM ST  SAN DIEGO 92154,32.57625,-117.04252
GARAGE-ATWOOD RESIDENCE,11295 GRASSY TRAIL DR  SAN DIEGO 92127,33.00158,-117.08711
CREST COMMUNITY CLUBHOUSE,113 NORTH PARK DR  EL CAJON 92021,32.81008,-116.86414
SWEETWATER UN HIGH DIST OFFICE-BOARD RM,1130 5TH AVE  CHULA VISTA 91911,32.60998,-117.07706
JOSEPH CASILLAS ELEM SCHOOL-AUDITORIUM,1130 E J ST SCHL  CHULA VISTA 91910,32.62938,-117.01104
NATIONAL CITY EXPRESS LAUNDRY,1131 HIGHLAND AVE  NATIONAL CITY 91950,32.67545,-117.09647
GARAGE-WENDROFF RESIDENCE,11335 LEGACY TER  SAN DIEGO 92131,32.92386,-117.0587
GARAGE-HAINES RESIDENCE,1134 CLOVERLEAF DR  EL CAJON 92019,32.78112,-116.92402
GARAGE-GLANTON RESIDENCE,11382 VOLANS ST  SAN DIEGO 92126,32.93239,-117.1367
